	artist	lyrics
56	Ice Cube	
57	Survivor	"Two worlds collide, rival nations
It's a primitive clash venting years of frustrations
Bravely we hope against all hope
There is so much at stake
Seems our freedom's up against the ropes
Does the crowd understand?
Is it East versus West or man against man?
Can any nation stand alone?

In the burning Heart just about to burst
There's a quest for answers an unquenchable thirst
In the darkest night rising like a spire
In the burning heart the unmistakable fire

In the warriors code there's no surrender
Though his body says stop his spirit cries - never!
Deep in our soul a quiet ember knows it's you against you
It's the paradox that drives us on
It's a battle of wills
In the heat of attack it's the passion that kills
The victory is yours alone
 3x
In the burning Heart just about to burst
There's a quest for answers an unquenchable thirst
In the darkest night rising like a spire
In the burning heart the unmistakable fire
In the burning Heart"
58	Logic	"Sometimes I fantasize about traveling space and time
I think about specific moments that I could rewind
Not to redo it, but relive it, I could give it one more go, abide
And truly understand the deeper things
That I don't know about
Now take a trip with me and vibe
I'm on this interstellar mission, is you down to ride?
Hold up, I know this innermission feeling like the tribe
Life is beautiful I'm so lucky to be alive
I'm gonna take this moment right now
Here and school them people
I know deep in my heart everyone is created equal
I truly wish that I could see the sequel of our people
Truly wish that I could, check it
Now, when I hit the road and tour the world
I see like different light, this music shit just ain't the world
Brothers and sisters from different mothers and misters
All different colors and creeds all come together for me
Boy, I'm blessed to be free, uh

This is our time
Still I'm looking back, let me rewind
This is our ride
Don't let me lose my faith, let me rewind

Doing 70 on this highway
On the front of this bus, I'm busting my mind open
Hoping these lyrics will keep me coping
On the grind like copin', no time to bring the dope in
But this Nyquil got me feeling lit
It's been like 3 months since I've been home
Sometimes it feel like forever just how long I been gone
Yeah, you know that's the shit that I been on
You know I love it, feel like there's never enough of it
Let me bring 'em back
Chilling, watching Tarantino, we know I've been on it forever
My endeavor like a feature film
Step into the realm of the realest, do you feel this?
I'm in it, my limit the chillest
Let me bring 'em back, yo
Yeah, I woke up early on my born, 25, it's a blessing
Progression everyday, lesson's got me stressing
But I'm testing, reminiscing
When I would listen to my intuition
And now I made it, resurrecting
Young Sinatra I created, I'm elated
It seem like everyone's somehow related
Letters back and forth from my homie
That's locked up in prison
Doing 14, it's been 5, I know my heart's with him
I've been so busy, it feel like forever since I hit him, man
I think about how I wasn't shit when he went in
What if the tables was turned
And I was the one that been in, damn
He said he's seen me in the magazine
He said he's seen me on Fallon and Kimmel
That's been my dog from the kennel
I never thought that out the millions watching, he was one
It makes me reminisce about the times when we begun
Skipping class with all of my homies
On a constant search for who I was
I rarely went to school, they wonder why and that's because
My situation at home was alcoholics and drugs
I never graduated but I made it to the summit
Don't get me wrong, so many times
I thought that I would plummet
Felt like I didn't have the heart and couldn't seem
To stomach all of the beef around my way
I mean, I never wanted to live a life
Where all you're truly living is a lie
I knew I always wanted more
And so they wonder why, I said they wonder why

This is our time
Still I'm looking back, let me rewind
This is our ride
Don't let me lose my faith, let me rewind

So what do you think about space?
Um, space is called the galaxy...
Do you know planets?
What are—can you name some planets off?
Yeah, there's a one named Saturn and Earth
Mars—and the planet Paradise
You've never been there before?
Um, no. I was little a long time ago with my mom riding in the coolest ship. My TV showed us where we are in space—
But there was droid ships everywhere...
Well, thank you for your time, sir
I appreciate the interview..."
59	2Pac	"I won't deny it, I'm a straight ridah
You don't wanna fuck with me
Got the police bustin' at me
But they can't do nothin' to a G
Let's get ready to rumble!

Now, you know how we do it, like a G
What really go on in the mind of a nigga
That get down for theirs
Constantly, money over bitches
Not bitches over money
Stay on your grind, nigga
My ambitions as a ridah
My ambitions as a ridah

So many battlefield scars while driven in plush cars
This life as a rap star is nothin' without guard
Was born rough and rugged, addressin' the mass public
My attitude was ""fuck it,"" because motherfuckers love it
To be a soldier, must maintain composure at ease
Though life is complicated, only what you make it to be
Uh, and my ambitions as a ridah
To catch her while she hot and horny, go up inside her
Then I spit some game in her ear, ""Go to the telly, ho!""
Equipped with money in a Benz ‘cause, bitch, I'm barely broke
I'm smokin' bomb-ass weed, feelin' crucial
From player to player the game's tight, the feeling's mutual
From hustlin' and prayers to breakin' motherfuckers to pay up
I got no time for these bitches, ‘cause these hoes try to play us
I'm on a meal ticket mission, want a mill so I'm wishin'
Competition got me ripped on that bullshit they stressin'
I'ma rhyme though, clown hoes like it's mandatory
No guts, no glory, my nigga, bitch got the game distorted
Now it's on and it's on because I said so
Can't trust a bitch in the business so I got with Death Row
Now these money-hungry bitches gettin' suspicious
Started plottin' and plannin' on schemes to come and trick us
But thug niggas be on point and game tight
Me, Syke and Bogart strapped up the same night
Got problems, then handle it, motherfuckers see me
These niggas is jealous ‘cause deep in the heart they wanna be me
Uh, yeah, and now you got me right beside ya, hopin' you listen
I catch you payin' attention to my ambitions as a ridah

I won't deny it, I'm a straight ridah
You don't wanna fuck with me
Got the police bustin' at me
But they can't do nothin' to a G
Let's get ready to rumble

It was my only wish to rise
Above these jealous coward motherfuckers I despise
When it's time to ride I was the first off this side, give me the 9
I'm ready to die right here tonight and motherfuck they life
That's what they screamin' as they drill me, but I'm hard to kill
(That's all you niggas got?!)
So open fire, I see you kill me, witness my steel
Spittin' at adversaries, envious and after me
I'd rather die before they capture me, watch me bleed
Mama, come rescue me, I'm suicidal, thinkin' thoughts
I'm innocent so there'll be bullets flyin' when I'm caught
(Shoot!) Fuck doin' jail time, better day, sacrifice
Won't get a chance to do me like they did my nigga Tys
Thuggin' for life, and if you right then nigga die for it
Let them other brothers try, at least you tried for it
When it's time to die, to be a man and pick the way you leave
Fuck peace and the police, my ambitions as a ridah

I won't deny it, I'm a straight ridah
You don't wanna fuck with me
Got the police bustin' at me
But they can't do nothin' to a G
Let's get ready to rumble

My murderous lyrics, equipped with spirits of the thugs before me
Pay off the block, evade the cops ‘cause I know they comin' for me
I been hesitant to reappear, been away for years
Now I'm back, my adversaries been reduced to tears
Question my methods to switch up speeds
Sure as some bitches bleed
Niggas'll feel the fire of my mother's corrupted seed
Blast me but they didn't finish, didn't diminish my powers
(Buck buck buck buck buck!)
So now I'm back to be a motherfuckin' menace, they cowards
That's why they tried to set me up
Had bitch-ass niggas on my team so indeed they wet me up
But I'm back reincarnated, incarcerated
At the time I contemplate the way that God made it
Lace 'em with lyrics that's legendary, musical mercenary
For money I'll have these motherfuckers buried
I been gettin' much mail in jail, niggas tellin' me to kill it
Knowin' when I get out they gon' feel it
Witness the realest! A hoo-ridah when I put the shit inside
The cry from all your people when they find her
Just remind ya, my history'll prove authentic
Revenge on them niggas that played me
And all the cowards that was down with it
Now it's your nigga right beside ya, hopin' you listenin'
Catch you payin' attention to my ambitions as a ridah

I won't deny it, I'm a straight ridah
You don't wanna fuck with me
Got the police bustin' at me
But they can't do nothin' to a G
Let's get ready to rumble"
60	DragonForce	"On a cold winter morning, in the time before the light
In flames of death's eternal reign we ride towards the fight
When the darkness has fallen down, and the times are tough all right
The sound of evil laughter falls around the world tonight
Fighting hard, fighting on for the steel, through the wastelands evermore
The scattered souls will feel the hell bodies wasted on the shores
On the blackest plains in hell's domain, we watch them as we go
In fire and pain, and once again we know
So now we fly ever free
We're free before the thunderstorm
On towards the wilderness our quest carries on
Far beyond the sundown, far beyond the moonlight
Deep inside our hearts and all our souls

So far away we wait for the day
For the lives all so wasted and gone
We feel the pain of a lifetime lost in a thousand days
Through the fire and the flames we carry on

As the red day is dawning
And the lightning cracks the sky
They'll raise their hands to the heavens above
With resentment in their eyes
Running back from the mid-morning light
There's a burning in my heart
We're banished from a time in a fallen land
To a life beyond the stars
In your darkest dreams see to believe
Our destiny is time
And endlessly we'll all be free tonight
And on the wings of a dream, so far beyond reality
All alone in desperation, now the time has gone
Lost inside you'll never find, lost within my own mind
Day after day this misery must go on

So far away we wait for the day
For the lives all so wasted and gone
We feel the pain of a lifetime lost in a thousand days
Through the fire and the flames we carry on


Now here we stand with their blood on our hands
We fought so hard now can we understand
I'll break the seal of this curse if I possibly can
For freedom of every man

So far away we wait for the day
For the lives all so wasted and gone
We feel the pain of a lifetime lost in a thousand days
Through the fire and the flames we carry on"
61	Coolio	"As I walk through the valley of the shadow of death
I take a look at my life and realize there's nothin' left
‘Cause I've been blastin' and laughin' so long
That even my momma thinks that my mind is gone
But I ain't never crossed a man that didn't deserve it
Me be treated like a punk, you know that's unheard of
You better watch how you talkin' and where you walkin'
Or you and your homies might be lined in chalk
I really hate to trip, but I gotta loc
As they croak, I see myself in the pistol smoke
Fool, I'm the kinda G that little homies wanna be like
On my knees in the night, sayin' prayers in the streetlight

Keep spendin' most our lives
Livin' in a gangsta's paradise
Been spendin' most their lives
Livin' in a gangsta's paradise
We keep spendin' most our lives
Livin' in a gangsta's paradise
We keep spendin' most our lives
Livin' in a gangsta's paradise

Look at the situation they got me facin'
I can't live a normal life, I was raised by the street
So I gotta be down with the hood team
Too much television watchin' got me chasin' dreams
I'm a educated fool with money on my mind
Got my ten in my hand and a gleam in my eye
I'm a loc'd out gangsta, set trippin' banger
And my homies are down so don't arouse my anger
Fool, death ain't nothin' but a heart beat away
I'm livin' life do or die, what can I say?
I'm 23 now, but will I live to see 24?
The way things is goin' I don't know

Tell me why are we so blind to see
That the ones we hurt are you and me?

Keep spendin' most our lives
Livin' in a gangsta's paradise
Been spendin' most their lives
Livin' in a gangsta's paradise
We keep spendin' most our lives
Livin' in a gangsta's paradise
We keep spendin' most our lives
Livin' in a gangsta's paradise

Power and the money, money and the power
Minute after minute, hour after hour
Everybody's runnin', but half of them ain't lookin'
It's goin' on in the kitchen, but I don't know what's cookin'
They say I gotta learn, but nobody's here to teach me
If they can't understand it, how can they reach me?
I guess they can't, I guess they won't
I guess they front; that's why I know my life is out of luck, fool!

Keep spendin' most our lives
Livin' in a gangsta's paradise
Been spendin' most their lives
Livin' in a gangsta's paradise
We keep spendin' most our lives
Livin' in a gangsta's paradise
We keep spendin' most our lives
Livin' in a gangsta's paradise

Tell me why are we so blind to see
That the ones we hurt are you and me?
Tell me why are we so blind to see
That the ones we hurt are you and me?"
62	Silver	
63	ZHU	"I asked her ""Can I have your number?
Looks like blue must be your color
Love the way you wear that dress
Even though your hair's a mess
She said ""It's Isabel Marant
And I got everything you want
Only question's can you hang?
Will you come and entertain?""

I will, I will, I will
Never forget the thrill
We know, we know, we know
What we came for
What we came for

(They don't got it like that, where you from?)
(They don't got it like that, where you from?)
If you give me what I want I'll give it to you right back
If you give me what I want I'll give it to you right back

She told me was from Morocco
By the way of south Chicago
Graduated in the Bay
Had her birthday in LA
Said I had to go to Paris
Private jets on her parents
Asked me if I wanna roll
I said if you take me home

I will, I will, I will
Never forget the thrill
We know, we know, we know
What we came for
What we came for

(They don't got it like that, where you from?)
(They don't got it like that, where you from?)
If you give me what I want I'll give it to you right back
If you give me what I want I'll give it to you right back

If you give me what I want I'll give it to you right back
If you give me what I want I'll give it to you right back"
64	Cormega	"I'm sick of gossiping bitches and niggas who gossip like bitches
Claimin' they live but if you pop 'em they snitchin'
Some watch from the building and gain knowledge of dealers
Knowin' they lack the heart of those thats out on the benches
I was out in the trenches-which enables me
To paint such a powerful picture like Apocalypse Now
I put my heart in my lyrics everytime I sit down to write
My *Source* a inspiration, ain't three and a half mics
I must have been an MC in my past life
Presently I'm unquestionably poetic, I'm mad nice
People act like I don't deserve nothing I got
I grew up in the spot, my sleep was interrupted by customers knocks
Some of y'all should just stop the animosity you got for me, luck it was not
For years we ran our projects like a marathon, its catastrophic
Our time, death, and pride came out on conquest
Subsequently some are with me others ain't, yet the gutter's within me
I wish for nothing except that my mother was with me
Some place judgement against me based on nothing but envy
They pray for My Downfall like the song by Biggie
Born in the city which never sleeps 'til rest in peace
Is carved in stone, some starved while others bled to eat
Rap is my legacy, I leave my seed my destiny
Except I hope she never see the treachery success could bring
The trife life and death of kings
I'm from the rarest breed of people who rep the street and spit poetically
Never sleep, rest assured Mega is dope in his pure form
The dealer/MC keepin it real is my protocol
Fall back I got you open off the style I was workin on it
The beat is lifeless, 'til I put my verses on it
I reminisce confinement as I read a kite
From my people with secret indictment, freedom and triumph
Contemplating putting sprees on the tires
Dominating this beat with my rhyming as if you need a reminder
I spit that drug dealer shit you might have seen on The Wire
What other lyricist is known for giving people consignment
I'm eager to find my equal in rhyming, I rock Iceberg jeans with the Nikes
An extremist with rhymin deep as Poseidon
Breedin' in violence now I live in a peaceful enviroment
A secret asylum from the streets where people be wilding
Some blind with fury from seeing me shining
Like a phoenix arising from the depths showin' the reaper defiance"
65	Mary J. Blige	"All those pretty memories
I know you can hear me now
For the record I love you
All those pretty memories
I know you can hear me now
For the record I love you
When I found out that you were leaving me
I coudn't sleep thinking about
All the things that we've been through
Now all I want to do is tell you
That I miss you so much
You know I really really miss you
All those pretty memories
I know you can hear me now
For the record I love you
All those pretty memories
I know you can hear me now
For the record I love you
Now that I'm on my own
I know that in time I'll find somebody new
Who'll treat me better than you
So now that I'm all alone without you
But I still love you
You know I'll never live without you
All those pretty memories
I know you can hear me now
For the record I love you
All those pretty memories
I know you can hear me now
For the record I love you
I wish you'd change your ways soon enough
So we can be together
You just don't understand the word love
But now all we have is memories
All those pretty memories
I know you can hear me now
For the record I love you
All those pretty memories
I know you can hear me now
For the record I love you"
66	Linkin Park	"When I pretend everything is what I want it to be
I look exactly like what you had always wanted to see
When I pretend, I can forget about the criminal I am
Stealing second after second, just 'cause I know I can
But I can't pretend this is the way it'll stay
I'm just (Trying to bend the truth)
I can't pretend I'm who you want me to be
So I'm (Lying my way from...)

You (No, no turning back, now)
I wanna be pushed aside, so let me go
(No, no turning back, now)
Let me take back my life
I’d rather be all alone (No turning back, now)
Anywhere on my own, 'cause I can see
(No, no turning back, now)
The very worst part of you is me

I remember what they taught to me
Remember condescending talk of who I ought to be
Remember listening to all of that and this, again
So, I pretended up a person who was fitting in
And, now, you think this person really is me
And I'm (Trying to bend the truth)
But, the more I push, the more I'm pulling away
'Cause I'm (Lying my way from...)

You (No, no turning back, now)
I wanna be pushed aside, so let me go
(No, no turning back, now)
Let me take back my life
I’d rather be all alone (No turning back, now)
Anywhere on my own, 'cause I can see
(No, no turning back, now)
The very worst part of you
The very worst part of you is me

This isn't what I wanted to be
I never thought that what I said
Would have you running from me
Like this
This isn't what I wanted to be
I never thought that what I said
Would have you running from me
Like this
This isn't what I wanted to be
I never thought that what I said
Would have you running from me
Like this
This isn't what I wanted to be
I never thought that what I said
Would have you running from me
Like this

You (No, no turning back, now)
I wanna be pushed aside, so let me go
(No, no turning back, now)
Let me take back my life
I’d rather be all alone (No turning back, now)
Anywhere on my own, 'cause I can see
(No, no turning back, now)
The very worst part of you
The very worst part of you is me"
67	Orquesta Aragón	
68	Santana	Instrumental
69	Rebelution	"(Yeah, yeah, yeah)
Who's got the herb when I'm dry?
I wanna get so high, yea
Who's got the herb when I'm dry?
Yeah, yeah, yeah
Who's got the herb when I'm dry?
I wanna get so high, yea
Who's got the herb when I'm dry?
Who's got everything I need
I'm a fiend for the green sticky leaves
Man, I'm gettin' so high
Who's got everything I need
I'm a fiend for the green sticky leaves
Man, I'm gettin' so...
Who's got the chronic that I like?
Right between the lows and the highs
Man, I'm feelin' so high
And I feel like I could fly
And everything's so right
Yea, everything's so right
You got me feelin' so high
Because it puts me in the right state of mind
It puts me in the right state of mind
Who's got the herb when I'm dry?
I wanna get so high, yea
Who's got the herb when I'm dry?
Yeah, yeah, yeah
Who's got the herb when I'm dry?
I wanna get so high, yea
Who's got the herb when I'm dry?
Who's got everything I need
I'm a fiend for the green sticky leaves
Man, I'm gettin' so high
Who's got everything I need
I'm a fiend for the green sticky leaves
Man, I'm gettin' so...
Who's got the chronic that I like?
Right between the lows and the highs
Man, I'm feelin' so...
And I feel like I could fly
And everything's so right, yea
Everything's so right, yea
Because it puts me in the right state of mind
It puts me in the right state of mind"
70	Queen	"Mmm num ba de
Dum bum ba be
Doo buh dum ba beh beh

Pressure pushing down on me
Pressing down on you, no man ask for
Under pressure that burns a building down
Splits a family in two
Puts people on streets

Um ba ba be
Um ba ba be
De day da
Ee day da - that's okay

It's the terror of knowing what the world is about
Watching some good friends screaming, 'Let me out'
Pray tomorrow gets me higher
Pressure on people, people on streets

Day day de mm hm
Da da da ba ba
Okay
Chipping around, kick my brains around the floor
These are the days it never rains but it pours
Ee do ba be
Ee da ba ba ba
Um bo bo
Be lap
People on streets
Ee da de da de
People on streets
Ee da de da de da de da

It's the terror of knowing what the world is about
Watching some good friends screaming, 'Let me out'
Pray tomorrow gets me higher, high
Pressure on people, people on streets

Turned away from it all like a blind man
Sat on a fence but it don't work
Keep coming up with love but it's so slashed and torn
Why - why - why?
Love, love, love, love, love
Insanity laughs under pressure we're breaking

Can't we give ourselves one more chance?
Why can't we give love that one more chance?
Why can't we give love, give love, give love, give love
Give love, give love, give love, give love, give love?

Because love's such an old fashioned word
And love dares you to care for
The people on the (people on streets) edge of the night
And love (people on streets) dares you to change our way of
Caring about ourselves
This is our last dance
This is our last dance
This is ourselves under pressure
Under pressure
Pressure"
71	Red Hot Chili Peppers	"Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation
Defunct, the pistol that you pay for
This punk, the feelin' that you stay for
In time I want to be your best friend
East side love is living on the West End
Knocked out, but boy, you better come to
Don't die, you know, the truth is some do
Go write your message on the pavement
Burnin' so bright, I wonder what the wave meant
White heat is screamin' in the jungle
Complete the motion if you stumble
Go ask the dust for any answers
Come back strong with fifty belly dancers

The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

Sweetheart is bleeding in the snow cone
So smart, she's leadin' me to ozone
Music, the great communicator
Use two sticks to make it in the nature
I'll get you into penetration
The gender of a generation
The birth of every other nation
Worth your weight, the gold of meditation
This chapter's gonna be a close one
Smoke rings, I know you're gonna blow one
All on a spaceship, persevering
Use my hands for everything but steering
Can't stop the spirits when they need you
Mop tops are happy when they feed you
J. Butterfly is in the treetop
Birds that blow the meaning into bebop

The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

Wait a minute, I'm passin' out win or lose, just like you
Far more shockin' than anything I ever knew, how about you?
Ten more reasons why I need somebody new, just like you
Far more shockin' than anything I ever knew, right on cue

Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation
Defunct, the pistol that you pay for
This punk, the feelin' that you stay for
In time I want to be your best friend
East side love is living on the West End
Knocked out, but boy, you better come to
Don't die, you know, the truth is some do
Go write your message on the pavement
Burnin' so bright, I wonder what the wave meant
Kick start the golden generator
Sweet talk but don't intimidate her
Can't stop the gods from engineering
Feel no need for any interfering
Your image in the dictionary
This life is more than ordinary
Can I get two, maybe even three of these?
Comin' from the space to teach you of the Pleiades
Can't stop the spirits when they need you
This life is more than just a read-through"
72	Red Hot Chili Peppers	"Come to decide that the things that I tried
Were in my life just to get high on
When I sit alone, come get a little known
But I need more than myself this time
Step from the road to the sea to the sky
And I do believe that we rely on
When I lay it on, come get to play it on
All my life to sacrifice

Hey oh
Listen what I say oh
I got your hey oh
Now listen what I say oh

When will I know that I really can't go
To the well once more time to decide on
When it's killing me, when will I really see
All that I need to look inside?
Come to believe that I better not leave
Before I get my chance to ride
When it's killing me, what do I really need
All that I need to look inside

Hey oh
Listen what I say oh
Come back and hey oh
Look at what I say oh

The more I see, the less I know
The more I like to let it go
Hey oh, whoa-whoa

Deep beneath the cover of another perfect wonder
Where it's so white as snow
Privately divided by a world so undecided
And there's nowhere to go
In between the cover of another perfect wonder
And it's so white as snow
Running through the field where all my tracks will be concealed
And there's nowhere to go

When to descend to amend for a friend
All the channels that have broken down
Now you bring it up, I'm gonna ring it up
Just to hear you sing it out
Step from the road to the sea to the sky
And I do believe what we rely on
When I lay it on, come get to play it on
All my life to sacrifice

Hey oh
Listen what I say oh
I got your hey oh
Listen what I say oh

The more I see, the less I know
The more I like to let it go
Hey oh, whoa-whoa

Deep beneath the cover of another perfect wonder
Where it's so white as snow
Privately divided by a world so undecided
And there's nowhere to go
In between the cover of another perfect wonder
Where it's so white as snow
Running through the field where all my tracks will be concealed
And there's nowhere to go

I said hey, hey yeah
Oh yeah, tell my Love now
Hey, hey yeah
Oh yeah, tell my Love now

Deep beneath the cover of another perfect wonder
Where it's so white as snow
Privately divided by a world so undecided
And there's nowhere to go
Deep beneath the cover of another perfect wonder
Where it's so white as snow
Running through the field where all my tracks will be concealed
And there's nowhere to go

I said hey, oh yeah
Oh yeah, tell my love now
Hey, hey yeah, oh yeah"
73	Foo Fighters	"Keep you in the dark you know they all pretend
Keep you in the dark and so it all began

Send in your skeletons
Sing as their bones go marching in again
They need you buried deep
The secrets that you keep are at the ready
Are you ready
I'm finished making sense
Done pleading ignorance, that whole defense
Spinning infinity, boy
The wheel is spinning me
It's never ending
Never ending
Same old story

What if I say I'm not like the others
What if I say I'm not just another one of your plays
You're the pretender
What if I say I will never surrender
What if I say I'm not like the others
What if I say I'm not just another one of your plays
You're the pretender
What if I say I will never surrender

In time or so I'm told
I'm just another soul for sale
Oh well
The page is out of print
We are not permanent, we're
Temporary, temporary
Same old story

What if I say I'm not like the others
What if I say I'm not just another one of your plays
You're the pretender
What if I say I will never surrender
What if I say I'm not like the others
What if I say I'm not just another one of your plays
You're the pretender
What if I say I will never surrender

I'm the voice inside your head
You refuse to hear
I'm the face that you have to face
Mirroring your stare
I'm what's left
I'm what's right
I'm the enemy
I'm the hand that took you down
Bring you to your knees
So who are you
Yeah, who are you
Yeah, who are you
Yeah, who are you

Keep you in the dark
You know they all pretend

What if I say I'm not like the others
What if I say I'm not just another one of your plays
You're the pretender
What if I say I will never surrender
What if I say I'm not like the others
What if I say I'm not just another one of your plays
You're the pretender
What if I say I will never surrender

What if I say I'm not like the others?
(Keep you in the dark)
What if I say I'm not just another one of your plays?
(You know they all)
You're the pretender
(Pretend)
What if I say I will never surrender?
What if I say I'm not like the others?
(Keep you in the dark)
What if I say I'm not just another one of your plays?
(You know they all)
You're the pretender
(Pretend)
What if I say I will never surrender?
So who are you?
Yeah, who are you?
Yeah, who are you?"
74	Foo Fighters	"I, I'm a one way motorway
I'm the one that drives away, follows you back home
I, I'm a street light shining
I'm a white light blinding bright, burning off and on, oh

It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again

I, I'm a new day rising
I'm a brand new sky to hang the stars upon tonight
But I, I'm a little divided
Do I stay or run away and leave it all behind? Ah

It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again


It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again
It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again
It's times like these you learn to live again
It's times like these you give and give again
It's times like these you learn to love again
It's times like these time and time again"
75	Pink Floyd	"Hey you, out there in the cold
Getting lonely getting old
Can you feel me?
Hey you, standing in the aisles
With itchy feet and fading smiles
Can you feel me?
Hey you, don't help them to bury the light
Don't give in without a fight

Hey you, out there on your own
Sitting naked by the phone
Would you touch me?
Hey you, with your ear against the wall
Waiting for someone to call out
Would you touch me?
Hey you, would you help me to carry the stone?
Open your heart, I'm coming home


But it was only fantasy
The wall was too high, as you can see
No matter how he tried, he could not break free
And the worms ate into his brain


Hey you, out there on the road
Always doing what you're told
Can you help me?
Hey you, out there beyond the wall
Breaking bottles in the hall
Can you help me?
Hey you, don't tell me there's no hope at all
Together we stand, divided we fall"
76	Pink Floyd	"Hello? (hello) (hello)
Is there anybody in there?
Just nod if you can hear me
Is there anyone at home?
Come on (come on), now
I hear you're feeling down
Well I can ease your pain
And get you on your feet again
Relax
I need some information first
Just the basic facts
Can you show me where it hurts?

There is no pain, you are receding
A distant ship, smoke on the horizon
You are only coming through in waves
Your lips move but I can't hear what you're saying
When I was a child I had a fever
My hands felt just like two balloons
Now I've got that feeling once again
I can't explain, you would not understand
This is not how I am
I have become comfortably numb


I have become comfortably numb

Okay
Just a little pin prick *ding*
There'll be no more ""AHHHHHHHHHHHHH!""
But you may feel a little sick
Can you stand up?
I do believe it's working, good
That'll keep you going through the show
Come on, it's time to go

There is no pain, you are receding
A distant ship, smoke on the horizon
You are only coming through in waves
Your lips move but I can't hear what you're saying
When I was a child I caught a fleeting glimpse
Out of the corner of my eye
I turned to look but it was gone
I cannot put my finger on it now
The child is grown
The dream is gone
I have become comfortably numb"
77	Kajagoogoo	"Tongue tied or short of breath
Don't even try
Try a little harder
Something's wrong
You're not naive, you must be strong
Ooh, baby try

Hey girl, move a little closer

You're too shy shy, hush hush eye to eye
Too, shy shy, hush hush, eye to eye
Too shy shy, hush hush eye to eye
Too, shy shy, hush hush

Modern medicine falls short of your complaint
Ooh, try a little harder
Moving in circles won't you dilate
Ooh, baby try

Hey girl, move a little closer

Cause you're too shy shy, hush hush eye to eye
Too, shy shy, hush hush, eye to eye
Too shy shy hush hush eye to eye
Too, shy shy, hush hush


You're too shy shy, hush hush eye to eye
Too, shy shy, hush hush, eye to eye
Too shy shy, hush hush eye to eye
Too, shy shy, hush hush"
78	Metallica	"Guilty as charged
But damn, it ain't right
There's someone else controlling me
Death in the air
Strapped in the electric chair
This can't be happening to me
Who made you God to say
""I'll take your life from you?""

Flash before my eyes
Now it's time to die
Burning in my brain
I can feel the flame

Wait for the sign
To flick the switch of death
It's the beginning of the end
Sweat, chilling cold
As I watch death unfold
Consciousness my only friend
My fingers grip with fear
What am I doing here?

Flash before my eyes
Now it's time to die
Burning in my brain
I can feel the flame

Someone help me
Oh please, God help me
They're trying to take it all away
I don't want to die


Someone help me
Oh please, God help me
They're trying to take it all away
I don't want to die

Time moving slow
The minutes seem like hours
The final curtain call I see
How true is this?
Just get it over with
If this is true, just let it be
Wakened by a horrid scream
Freed from this frightening dream

Flash before my eyes
Now it's time to die
Burning in my brain
I can feel the flame"
79	Café Tacvba	"Letra de Eres
Eres, lo que más quiero en este mundo, eso eres,
Mi pensamiento mas profundo, también eres,
Tan sólo dime lo que hago, aqui me tienes.
Eres, cuando despierto lo primero, eso eres,
Lo que a mi vida le hace falta si no vienes,
Lo único, preciosa, que mi mente habita hoy.
Qué mas puedo decirte,
Tal vez puedo mentirte sin razón,
Pero lo que hoy siento es que sin ti estoy muerto, pues
Eres lo que más quiero en este mundo, eso eres.
Eres, el tiempo que comparto, eso eres,
Lo que la gente promete cuando se quiere,
Mi salvación , mi esperanza , y mi fe.
Soy el que quererte quiere como nadie soy,
El que te llevaría el sustento día a día ,
El que por ti
Daría la vida, ese soy.
Aquí estoy a tu lado y espero aquí sentado hasta el final.
No te has imaginado lo que por ti he esperado pues eres
Lo que yo amo en este mundo, eso eres,
Cada minuto en lo que pienso, eso eres,
Lo que más cuido en este mundo, eso eres."
